also,1.7581520108689412
alway,3.02595285672885
art,3.9769291465908947
aspect,3.088473213710184
beyond,2.9183221925364844
biolog,5.018383021419056
busi,5.13616605707544
certain,2.310332820316846
choic,1.1921600057942425
circumst,2.7213689734744655
combin,1.8732733467904643
complet,3.8483117687688013
confid,4.474767574830074
continu,4.353406717825807
decis,1.714349388210548
destini,2.5760359860498516
determin,1.6510871914325818
dont,3.3761552861619646
driven,3.9575110607337933
due,4.773260563386071
event,3.719100037288795
everi,3.938462865763099
explor,4.612917913310891
factor,2.0652103622838607
fate,1.2767530019195907
feel,2.310332820316846
firm,3.3654599970452166
florida,4.353406717825807
grow,2.556896645839154
heavili,4.91302250576123
help,4.1710851610318525
howev,3.81441021709312
im,4.864232341591798
ive,2.7907609668984654
journey,3.6320886602991656
just,4.195182712610913
know,3.8657035114806706
leav,4.650658241293739
life,1.1909500842915293
like,3.0724728723637424
live,3.9014215940827497
lot,4.864232341591798
made,2.355795194393603
manag,4.730700948967275
may,1.676306762764698
meant,4.650658241293739
much,5.13616605707544
often,4.864232341591798
one,4.03755376840733
open,4.2978368666709965
opportun,1.6981547022905676
part,4.412247217848741
posit,1.4903898433790093
proactiv,4.1475546636216585
pursu,2.3328056761689044
put,3.3548778877146797
rather,3.0412203288596382
recogn,3.0804410420129194
reli,4.195182712610913
result,2.1218573979485127
see,2.884874258468944
seiz,3.831217335409501
signific,1.937492939524758
small,4.080113382826125
sole,3.5649493574615367
strive,3.7040621599242547
success,3.8483117687688013
taken,3.781620394270129
thing,2.3252584705335213
today,1.700164753218592
ultim,1.7560220846111163
want,4.689878954447019
way,2.2049723046590195
will,4.219875325201285
work,1.4150009394635341
