work,+1.9828214962720612
will,+1.911619576431447
way,-0.14817511888393436
want,+0.05637235261670205
ultim,+0.2253790123835604
today,+0.9902906650930412
thing,-1.0507361789420597
taken,+0.3751654979031534
success,+0.2386418454895341
strive,+0.7035298127079034
sole,-0.9765020586357365
small,-0.6586264655656111
signific,-0.35585892137339076
seiz,+1.362827633303345
see,-0.2387468221386289
result,+4.41450329953884
reli,+0.33241188738932775
recogn,-1.2719497870934786
rather,+1.6330981776977815
put,+0.35327098960923226
pursu,+3.3785895434245066
proactiv,+1.4270874013313948
posit,-0.5315526038585736
part,-0.6521076788131432
opportun,-0.7767376676935038
open,-0.3254880261385485
one,+1.083627995702019
often,-1.5388273416761848
much,-0.25144851762099696
meant,-0.017761953337400167
may,-0.48743378871076404
manag,-0.3739785750078284
made,+1.6433594027448817
lot,-0.1870065774758542
live,+0.006070498758005563
like,-1.2625228771519834
life,-0.5198435880219259
leav,+0.40646252959148843
know,-0.274889162452516
just,-1.7761614407376383
journey,-0.740381988785389
ive,+0.5178056095757543
im,-1.9127400427515768
howev,-0.14849703615750198
help,+0.2898767326872817
heavili,-2.8260107772461116
grow,-1.7418848740898196
florida,+0.1603521258433289
firm,+2.0641616926522506
feel,-1.2280619585247123
fate,-3.642834840639828
factor,-0.8732685407214399
explor,+0.4049285913556447
everi,-1.3310349350535353
event,-0.00584219668800417
due,-0.7621440183163144
driven,+0.8056591611631442
dont,+0.41113532553965537
determin,+1.8714019479590327
destini,+2.0740964236902704
decis,+0.18177643853116043
continu,+0.1851420216175128
confid,+1.358774517213806
complet,-0.9799789121247277
combin,-0.2950251714509
circumst,-1.3066954515771607
choic,+3.610306304054385
certain,-0.07925728646329143
busi,-0.12736572725940293
biolog,-0.26486467899811694
beyond,-2.614396443225366
aspect,+0.12309862014085132
art,-0.17093051758138356
alway,+1.4277357185294468
also,-1.1115682068664825
<none>,3.9644834647542324
