"a","b","g","u","b1","b2","b3","b4","n_value","tinfo_gain","item"
0.321250500958044,NA,NA,NA,-13.6382062728212,-7.92881454845484,0.809085239833711,7.59773642131406,461,13.1917418533521,"Ea"
0.324240895700191,NA,NA,NA,-3.64261266877994,0.653136156244681,3.64145964095555,10.1879350656832,461,15.0960786564319,"Eb"
1.51501071687813,NA,NA,NA,3.65659156519714,52.2614414850848,NA,NA,461,9.87745362372243,"Ec"
0.298336063850909,NA,NA,NA,-13.6807597658242,-6.11869921973876,5.20913229197037,15.2653888954165,461,9.2699636753905,"Ed"
0.622636513349134,NA,NA,NA,-3.14630914345423,-2.85579585174677,0.6033078856218,4.34582940168645,460,51.358457209275,"SC1a"
0.510254638458108,NA,NA,NA,0.158331536232915,1.7589809939154,3.64481375537124,10.0864051891365,460,33.0243282646652,"SC1b"
-46.2473512441581,NA,NA,NA,9.41794176912578,-11.445742393022,NA,NA,460,1.27784005599096e-09,"SC1c"
0.527054706104321,NA,NA,NA,-3.31229874869063,0.91495175685158,5.06154619020604,11.8755857970371,460,36.6621978841886,"SC1d"
0.309421296408884,NA,NA,NA,-16.3883900042967,-15.450879432922,-0.45585748922902,11.0678641964071,458,11.2760340489931,"SC2a"
0.405908557284735,NA,NA,NA,-0.151399426693954,2.72332820835045,5.65780229167249,9.31794782302331,458,21.5336592231442,"SC2b"
0.929695883451017,NA,NA,NA,5.52630937641998,61.6135781692726,NA,NA,458,3.27277077495273,"SC2c"
0.335823251427844,NA,NA,NA,-18.4088646631888,0.176936343969395,10.2249141285353,16.3392749323815,458,13.134002438871,"SC2d"
0.655959847023573,NA,NA,NA,-3.35667342508569,-2.95552691352794,2.23184735741156,5.38525363737067,461,46.5724212319546,"SC3a"
0.633857175887398,NA,NA,NA,1.08868091422442,2.84853445321446,4.06573480573201,8.88057458808367,461,41.8984299442754,"SC3b"
-178.314996946962,NA,NA,NA,1.99821959058495,-2.95098326484217,NA,NA,461,3108.03952947187,"SC3c"
0.754949071387279,NA,NA,NA,-1.55517266376899,2.38471835814168,4.74871610325421,NA,461,67.042598385362,"SC3d"
0.243331393547451,NA,NA,NA,-9.55275713876895,-5.1119163956816,3.71027958743491,12.5949516366319,461,7.89539566411531,"SC4a"
0.290681998052243,NA,NA,NA,2.09417469085053,5.12364090068604,6.88233273914316,12.8851729233446,461,9.32017294091747,"SC4b"
1.04894770547945,NA,NA,NA,4.61020678970586,5.00783763400577,NA,NA,461,6.0800124860516,"SC4c"
0.308737173388735,NA,NA,NA,-5.80745993516797,3.28467313253482,11.1231518198444,13.2203344487509,461,11.4442944467019,"SC4d"
0.679733864007211,NA,NA,NA,-4.61566514890447,-4.41966483823874,0.984315252870663,4.23043985555816,458,52.3850069930058,"SC5a"
0.599377355090564,NA,NA,NA,0.402671026818618,1.83647450540259,3.3454740192435,7.49821405173681,458,43.4852107002725,"SC5b"
1.11319617735307,NA,NA,NA,-6.07535610211284,3.91359709300505,6.02043151291565,NA,458,12.2633082997236,"SC5c"
0.619996450865749,NA,NA,NA,-3.15506434770212,0.633584354333667,4.22472412357593,7.55182470932884,457,50.2092536521241,"SC5d"
0.479760138550852,NA,NA,NA,-2.49095348666719,-1.72121862022136,3.22072514788821,7.60007801053236,461,29.9586925737876,"SC6a"
0.650120584411011,NA,NA,NA,1.63477667669142,2.45202740356628,3.83559260365941,6.95856971366246,461,37.8735066138097,"SC6b"
0.493021833823655,NA,NA,NA,-2.69868304597122,3.6178439909197,5.93153734706318,NA,461,27.4441483958162,"SC6d"
0.834924297981828,NA,NA,NA,-7.76766796675476,-6.08849483622099,1.39070153554482,3.41284676710147,457,60.1046346916992,"SC7a"
0.798315465198095,NA,NA,NA,1.11684396003221,1.85746050899874,2.4487630467166,5.56775021137777,457,60.9355832331157,"SC7b"
0.713145608788457,NA,NA,NA,-7.97836021205805,1.88464642043276,6.16013293832922,8.91925620294027,456,39.1293079104171,"SC7d"
0.0303759774228892,NA,NA,NA,-178.668337459239,-137.079955374233,79.0178595172669,132.591516094419,457,0.0378622851276305,"SC8a"
0.141533613650927,NA,NA,NA,19.3280236863769,22.2178025621097,26.2124066795708,43.319777439565,457,0.531843902454966,"SC8b"
0.143232347326911,NA,NA,NA,-31.5293867979272,20.5581060965931,31.5048433677891,NA,457,0.5443113206411,"SC8d"
0.103878770506614,NA,NA,NA,-30.8414073365142,-24.3658724584868,26.3465420683921,48.4145697923746,459,0.584678975083989,"SC9a"
0.369708168329981,NA,NA,NA,6.56505127079959,8.97212632135965,12.9892520647878,14.879206737247,459,4.85892057285128,"SC9b"
1.28594910429703,NA,NA,NA,5.2889044050758,21.9170602293499,NA,NA,459,1.66486705378793,"SC9c"
0.39346423636421,NA,NA,NA,-6.75560910771738,7.11556379488779,11.6483767845092,15.7649048931329,459,8.08234121881378,"SC9d"
0.51189243375534,NA,NA,NA,-3.99737886136372,-3.7007252878858,3.60754344475815,10.0623837848372,461,25.2737533105674,"SC10a"
0.612927958188938,NA,NA,NA,2.76223223710285,4.85553699411509,6.87034403373287,NA,461,23.6350696801846,"SC10b"
0.700273836375752,NA,NA,NA,-5.1924812612864,2.68863715689472,5.35853445591343,NA,460,32.7631692767873,"SC10d"
0.88691807447286,NA,NA,NA,-5.5225472220127,2.27764576797024,3.38760492001151,NA,461,44.6542021254572,"SC11a"
1.52777806194438,NA,NA,NA,2.14425363563508,2.32562815464425,2.48113752653381,2.55030100851084,461,65.4816971185392,"SC11b"
1.20407322981346,NA,NA,NA,-5.70692810267285,2.25537296304766,2.98008866427918,3.40818448626459,461,53.6725023554827,"SC11d"
0.238642815548529,NA,NA,NA,-25.7806520535988,-14.0264035606362,7.98666706141554,14.5824751313502,457,3.66049841164931,"SC12a"
0.378245766928644,NA,NA,NA,4.59909582331996,6.73341136093707,8.60996050055947,16.3702653002017,457,8.57716678833549,"SC12b"
